#integralMeans	integralMeanErr	StdDev	StdDevErr
606.533997	6.025645	174.847549	4.260774
623.792419	6.228224	180.725845	4.404019
536.073120	5.336830	154.860062	3.773709
542.551331	5.470191	158.729843	3.868010
575.208923	5.871070	170.362244	4.151474
596.306519	6.254503	181.488388	4.422601
644.100525	6.393630	185.525467	4.520979
558.672546	5.706962	165.600281	4.035432
