#integralMeans	integralMeanErr	StdDev	StdDevErr
949.088928	5.806854	275.198303	4.106066
999.664001	5.969452	282.904175	4.221040
877.809204	5.470753	259.269806	3.868406
856.173279	5.434318	257.543060	3.842643
858.879395	5.375161	254.739532	3.800813
870.467529	5.422941	257.003937	3.834599
938.545715	5.646053	267.577667	3.992363
846.813538	5.439452	257.786407	3.846273
