#integralMeans	integralMeanErr	StdDev	StdDevErr
852.841431	3.335344	186.660126	2.358445
911.889038	3.540807	198.158691	2.503729
779.728394	3.050795	170.735519	2.157238
746.960266	2.846468	159.300522	2.012757
749.728333	2.800749	156.741882	1.980429
745.452698	2.798709	156.627716	1.978986
790.390198	3.046140	170.474991	2.153946
716.120605	2.653389	148.494995	1.876229
