#integralMeans	integralMeanErr	StdDev	StdDevErr
803.285156	7.201132	233.898285	5.091969
819.472900	7.679524	249.436798	5.430243
685.987610	6.381037	207.260971	4.512075
668.276855	6.296055	204.500671	4.451983
741.940979	6.851336	222.536606	4.844626
747.274597	6.706223	217.823257	4.742016
773.451416	6.962409	226.144379	4.923167
668.810303	6.241467	202.727600	4.413383
