#integralMeans	integralMeanErr	StdDev	StdDevErr
753.275879	4.770524	469.817871	3.373270
812.213379	4.880746	479.804901	3.451209
695.903992	4.671561	460.261383	3.303292
662.883667	4.508230	444.443756	3.187800
666.439697	4.569201	450.292358	3.230913
656.875122	4.558375	450.657104	3.223258
703.936218	4.705752	464.011993	3.327469
638.834595	4.560757	448.997253	3.224942
