#integralMeans	integralMeanErr	StdDev	StdDevErr
657.489807	5.764586	189.092499	4.076178
714.723938	6.427647	210.842484	4.545033
620.122437	5.374006	176.280502	3.799996
600.550842	5.210206	170.907471	3.684172
575.704224	5.002646	164.098984	3.537405
575.205811	4.876660	159.966339	3.448319
622.760620	5.372208	176.221512	3.798724
566.880981	4.948488	162.322479	3.499110
