#integralMeans	integralMeanErr	StdDev	StdDevErr
755.613159	2.501077	623.681519	1.768528
787.263489	2.551284	636.063232	1.804030
685.889893	2.443513	609.694519	1.727825
699.615479	2.420633	604.072876	1.711646
705.686401	2.454077	612.354797	1.735294
741.387024	2.457385	613.135925	1.737633
809.787354	2.520126	628.371033	1.781998
727.378357	2.436903	607.971863	1.723150
