#integralMeans	integralMeanErr	StdDev	StdDevErr
761.839539	0.956452	243.204010	0.676313
818.777771	1.017159	258.640472	0.719240
692.034058	0.878790	223.456497	0.621399
662.171875	0.830964	211.295425	0.587580
664.347229	0.838752	213.275574	0.593087
660.164917	0.826614	210.189285	0.584504
703.844727	0.883924	224.761887	0.625029
629.606689	0.811961	206.463455	0.574143
