#integralMeans	integralMeanErr	StdDev	StdDevErr
1949.023560	3.434733	28.323532	2.428723
1946.102173	2.220882	27.560417	1.570400
1934.125122	5.152713	21.245180	3.643518
1934.670166	7.119985	23.614319	5.034590
1942.764771	9.362443	24.770695	6.620246
1937.649780	5.555532	17.568136	3.928355
1949.707886	5.731246	30.326906	4.052603
1938.804199	10.675479	23.871096	7.548704
