#integralMeans	integralMeanErr	StdDev	StdDevErr
2848.191895	19.322783	771.702698	13.663271
3043.585449	20.206823	807.009033	14.288382
2596.753418	17.732368	708.185608	12.538678
2528.951172	17.271173	689.766663	12.212564
2548.158447	17.425188	695.917603	12.321469
2559.019043	17.810400	711.302002	12.593855
2729.856445	19.199738	766.788574	13.576264
2459.725098	17.272568	689.822388	12.213551
