#integralMeans	integralMeanErr	StdDev	StdDevErr
588.677185	6.030263	176.636276	4.264040
629.518433	6.571805	192.498901	4.646967
545.128967	5.526548	161.881622	3.907859
563.510559	5.531442	162.024979	3.911320
541.467285	5.386084	157.767212	3.808537
573.062439	5.880589	172.252075	4.158205
644.513306	6.482143	189.872589	4.583568
588.851990	6.015624	176.207458	4.253688
