#integralMeans	integralMeanErr	StdDev	StdDevErr
755.103210	14.522920	487.546326	10.269255
800.029236	15.242959	512.172485	10.778399
665.284790	14.126129	475.696198	9.988682
632.195129	12.049062	404.676300	8.519973
672.738220	14.744804	495.872833	10.426151
656.461365	12.855005	432.700317	9.089862
693.074707	13.510158	453.949310	9.553123
612.396240	12.455718	418.890076	8.807523
