#integralMeans	integralMeanErr	StdDev	StdDevErr
5742.587891	663.166321	1482.885010	468.929382
6021.385254	831.222778	1662.445557	587.763306
6172.998047	608.974182	1611.194214	430.609772
6122.928711	669.915710	1772.430298	473.701935
5948.397949	590.047363	1445.314941	417.226501
6174.901367	598.687317	1583.977783	423.335846
6032.996582	631.855652	1412.872192	446.789398
5837.740234	638.563904	1564.155762	451.532867
