#integralMeans	integralMeanErr	StdDev	StdDevErr
848.772949	2.455272	641.484253	1.736140
906.750122	2.504579	654.035767	1.771005
779.077698	2.408006	629.480652	1.702718
748.084412	2.363489	617.888550	1.671239
749.825378	2.353912	615.326355	1.664467
745.009827	2.345560	613.268616	1.658561
790.767944	2.414388	630.830322	1.707230
714.331116	2.325326	607.964966	1.644254
