#integralMeans	integralMeanErr	StdDev	StdDevErr
763.561035	44.997070	262.375763	31.817736
762.458984	45.023979	262.532654	31.836761
684.050964	46.299736	269.971527	32.738857
671.068665	49.928898	291.132996	35.305061
730.455322	42.889866	250.088745	30.327715
660.880310	39.501209	230.329651	27.931572
727.093933	41.192879	240.193695	29.127764
742.816345	55.700134	324.784821	39.385944
