#integralMeans	integralMeanErr	StdDev	StdDevErr
5376.471680	233.805313	1550.889038	165.325333
5483.941406	229.027237	1466.489868	161.946716
5541.159668	219.244370	1640.674683	155.029190
5489.160156	219.455582	1671.323853	155.178528
5334.721680	213.094650	1551.352539	150.680679
5368.551270	216.466446	1605.358032	153.064880
5323.562012	217.218155	1457.143677	153.596436
5232.433105	212.909622	1593.269775	150.549835
