#integralMeans	integralMeanErr	StdDev	StdDevErr
767.967834	2.701743	193.717056	1.910421
827.563599	2.866334	205.518341	2.026804
697.429810	2.561971	183.695282	1.811587
667.126953	2.375321	170.312302	1.679605
667.170288	2.382704	170.841675	1.684826
664.151184	2.328192	166.933167	1.646280
706.663452	2.488205	178.406219	1.759427
634.000488	2.331576	167.175766	1.648673
