#integralMeans	integralMeanErr	StdDev	StdDevErr
877.594910	55.655853	448.711853	39.354633
880.971558	54.897495	442.597748	38.818390
745.576660	50.790195	409.483643	35.914089
725.087585	46.224567	372.674377	32.685703
742.534912	42.065800	339.145325	29.745012
747.216309	45.462734	366.532288	32.147007
809.721924	48.665714	392.355530	34.411858
688.744141	41.836304	337.295074	29.582733
