#integralMeans	integralMeanErr	StdDev	StdDevErr
815.220154	9.890197	723.337891	6.993425
844.615662	9.824282	717.979614	6.946816
741.819214	9.769724	715.461365	6.908238
762.122131	9.850739	721.259827	6.965525
761.678040	9.804342	717.996582	6.932717
801.826782	9.684644	708.436768	6.848077
870.459595	9.607259	702.250488	6.793357
790.494568	9.933007	727.690247	7.023697
