#integralMeans	integralMeanErr	StdDev	StdDevErr
747.986877	1.007317	259.719910	0.712281
804.010193	1.071504	276.217529	0.757668
679.219910	0.923846	238.219864	0.653258
649.978149	0.875124	225.652969	0.618806
652.220520	0.881876	227.375351	0.623581
647.463684	0.873463	225.324738	0.617632
690.906189	0.930624	239.963882	0.658051
618.015259	0.851953	219.681686	0.602422
