#integralMeans	integralMeanErr	StdDev	StdDevErr
845.875061	2.445444	642.379456	1.729190
903.591248	2.495837	655.270081	1.764823
776.102478	2.397408	630.190186	1.695224
745.391846	2.354060	618.808960	1.664572
747.121460	2.342303	615.606995	1.656258
742.131592	2.335890	614.192383	1.651723
787.688477	2.403524	631.504944	1.699548
711.805115	2.315165	608.610962	1.637069
