#integralMeans	integralMeanErr	StdDev	StdDevErr
696.865173	5.786412	183.439301	4.091611
739.706421	6.114811	193.850113	4.323824
613.464966	5.369459	170.221146	3.796781
586.869995	4.869689	154.377579	3.443390
613.925720	5.320219	168.660156	3.761963
609.382080	5.058895	160.375732	3.577179
641.332214	5.428229	172.084274	3.838337
568.780457	5.008575	158.780518	3.541597
