#integralMeans	integralMeanErr	StdDev	StdDevErr
656.850525	16.486643	533.464600	11.657817
676.077332	17.216272	556.807373	12.173743
573.615051	14.377021	464.758179	10.166089
581.245178	14.329232	463.877777	10.132298
618.246704	14.870474	480.709778	10.515013
640.996521	15.786100	510.796844	11.162458
693.413208	16.733961	541.208496	11.832698
599.281311	14.593014	471.514709	10.318819
